unix,date,symbol,open,high,low,close,Volume BTC,Volume USD
1731182400,09.11.2024 20:00,BTC/USD,76213,76403,76210,76327,15.04026531,1147978.33
1731178800,09.11.2024 19:00,BTC/USD,76393,76724,76169,76245,65.42966571,4988684.862
1731175200,09.11.2024 18:00,BTC/USD,76269,76422,76235,76404,25.85874244,1975711.357
1731171600,09.11.2024 17:00,BTC/USD,76115,76270,75648,76268,115.5769817,8814825.243
1731168000,09.11.2024 16:00,BTC/USD,76347,76360,76105,76119,50.32959044,3831038.095
1731164400,09.11.2024 15:00,BTC/USD,76388,76440,76334,76350,31.03878871,2369811.518
1731160800,09.11.2024 14:00,BTC/USD,76459,76477,76316,76388,28.21740453,2155471.097
1731157200,09.11.2024 13:00,BTC/USD,76326,76511,76326,76460,33.13693131,2533649.768
1731153600,09.11.2024 12:00,BTC/USD,76526,76581,76327,76355,20.14714303,1538335.106
1731150000,09.11.2024 11:00,BTC/USD,76506,76554,76425,76526,11.56093834,884712.3674
1731146400,09.11.2024 10:00,BTC/USD,76588,76667,76463,76510,12.931341,989376.8999
1731142800,09.11.2024 09:00,BTC/USD,76582,76673,76549,76598,10.96432205,839845.1404
1731139200,09.11.2024 08:00,BTC/USD,76581,76756,76483,76582,34.61658074,2651006.986
1731135600,09.11.2024 07:00,BTC/USD,76561,76582,76416,76581,20.8035577,1593157.252
1731132000,09.11.2024 06:00,BTC/USD,76586,76821,76469,76549,32.22368965,2466691.219
1731128400,09.11.2024 05:00,BTC/USD,76427,76698,76399,76605,40.24451904,3082931.381
1731124800,09.11.2024 04:00,BTC/USD,76392,76461,76349,76427,8.95591685,684473.8571
1731121200,09.11.2024 03:00,BTC/USD,76471,76489,76286,76403,11.50488076,879007.4047
1731117600,09.11.2024 02:00,BTC/USD,76361,76473,76197,76473,22.47906742,1719041.723
1731114000,09.11.2024 01:00,BTC/USD,76462,76587,76312,76361,32.1950399,2458445.442
1731110400,09.11.2024 00:00,BTC/USD,76560,76681,76428,76491,79.8690827,6109266.005
1731106800,08.11.2024 23:00,BTC/USD,76413,76570,76356,76561,41.51505692,3178434.273
1731103200,08.11.2024 22:00,BTC/USD,76532,76672,76373,76413,69.10528291,5280541.983
1731099600,08.11.2024 21:00,BTC/USD,76683,76804,76446,76532,99.1539596,7588450.836
1731096000,08.11.2024 20:00,BTC/USD,77017,77191,76525,76670,263.2891123,20186376.24
1731092400,08.11.2024 19:00,BTC/USD,76891,77270,76842,77020,310.2154941,23892797.36
1731088800,08.11.2024 18:00,BTC/USD,76442,77081,76418,76919,279.8959539,21529316.88
1731085200,08.11.2024 17:00,BTC/USD,75976,76588,75896,76442,222.9345458,17041562.55
1731081600,08.11.2024 16:00,BTC/USD,76490,76600,75905,75976,231.6194431,17597518.81
1731078000,08.11.2024 15:00,BTC/USD,75812,76636,75701,76491,332.330875,25420320.96
1731074400,08.11.2024 14:00,BTC/USD,76355,76389,75695,75831,117.2285603,8889558.955
1731070800,08.11.2024 13:00,BTC/USD,76146,76361,75922,76361,102.4732889,7824962.816
1731067200,08.11.2024 12:00,BTC/USD,76018,76245,76017,76149,21.82478811,1661935.79
1731063600,08.11.2024 11:00,BTC/USD,76308,76368,76023,76023,45.22662623,3438263.806
1731060000,08.11.2024 10:00,BTC/USD,76033,76389,75870,76341,65.48142241,4998917.268
1731056400,08.11.2024 09:00,BTC/USD,75920,76142,75860,76031,27.59344245,2097957.023
1731052800,08.11.2024 08:00,BTC/USD,76269,76273,75859,75902,46.85108913,3556091.367
1731049200,08.11.2024 07:00,BTC/USD,75935,76315,75773,76274,61.40443014,4683561.504
1731045600,08.11.2024 06:00,BTC/USD,76058,76080,75901,75936,10.68088139,811063.4092
1731042000,08.11.2024 05:00,BTC/USD,75921,76215,75894,76046,14.65590955,1114523.298
1731038400,08.11.2024 04:00,BTC/USD,75969,76107,75880,75922,9.61547416,730026.0292
1731034800,08.11.2024 03:00,BTC/USD,75775,75969,75665,75969,9.39937655,714061.2371
1731031200,08.11.2024 02:00,BTC/USD,76058,76086,75733,75775,45.13521054,3420120.579
1731027600,08.11.2024 01:00,BTC/USD,76079,76370,75916,76059,14.13684172,1075234.044
1731024000,08.11.2024 00:00,BTC/USD,75918,76415,75903,76074,24.75866577,1883490.74
1731020400,07.11.2024 23:00,BTC/USD,75931,76123,75779,75921,42.45521793,3223242.6
1731016800,07.11.2024 22:00,BTC/USD,75968,76068,75557,75889,80.80999929,6132590.036
1731013200,07.11.2024 21:00,BTC/USD,76638,76741,75968,75969,153.9289402,11693827.66
1731009600,07.11.2024 20:00,BTC/USD,76627,76990,76466,76619,513.5935604,39351025
1731006000,07.11.2024 19:00,BTC/USD,76671,76671,76041,76618,382.8249444,29331281.59
1731002400,07.11.2024 18:00,BTC/USD,76372,76780,75928,76683,216.0293416,16565778
1730998800,07.11.2024 17:00,BTC/USD,75979,76554,75842,76419,226.1951433,17285606.66
1730995200,07.11.2024 16:00,BTC/USD,76128,76251,75650,75980,293.6878794,22314405.08
1730991600,07.11.2024 15:00,BTC/USD,74871,76140,74737,76140,451.2281412,34356510.67
1730988000,07.11.2024 14:00,BTC/USD,74712,75026,74564,74871,170.2712334,12748377.51
1730984400,07.11.2024 13:00,BTC/USD,75021,75065,74619,74704,89.25879182,6667988.784
1730980800,07.11.2024 12:00,BTC/USD,74793,75143,74769,75021,33.97039277,2548492.836
1730977200,07.11.2024 11:00,BTC/USD,75062,75064,74740,74757,18.30064786,1368101.532
1730973600,07.11.2024 10:00,BTC/USD,74943,75045,74802,75045,50.18289206,3765975.135
1730970000,07.11.2024 09:00,BTC/USD,75152,75170,74879,74963,23.2701802,1744402.518
1730966400,07.11.2024 08:00,BTC/USD,74795,75166,74715,75124,31.95771003,2400791.008
1730962800,07.11.2024 07:00,BTC/USD,74803,74980,74733,74799,44.71642842,3344744.129
1730959200,07.11.2024 06:00,BTC/USD,74798,74846,74479,74796,93.53785839,6996257.656
1730955600,07.11.2024 05:00,BTC/USD,74781,74943,74736,74797,24.45129553,1828883.552
1730952000,07.11.2024 04:00,BTC/USD,75101,75101,74668,74809,57.61293786,4309966.268
1730948400,07.11.2024 03:00,BTC/USD,75296,75414,75062,75101,71.38546065,5361119.48
1730944800,07.11.2024 02:00,BTC/USD,75431,75517,75189,75338,27.18780286,2048274.692
1730941200,07.11.2024 01:00,BTC/USD,75402,76053,75267,75441,121.6922846,9180587.643
1730937600,07.11.2024 00:00,BTC/USD,75638,75706,75143,75402,46.88448871,3535184.218
1730934000,06.11.2024 23:00,BTC/USD,75700,75906,75621,75637,120.8109434,9137777.324
1730930400,06.11.2024 22:00,BTC/USD,75997,76134,75595,75700,53.34289191,4038056.918
1730926800,06.11.2024 21:00,BTC/USD,76190,76255,75751,75980,346.0042089,26289399.79
1730923200,06.11.2024 20:00,BTC/USD,75915,76481,75632,76204,356.0747128,27134317.41
1730919600,06.11.2024 19:00,BTC/USD,75305,75959,75155,75914,435.1331605,33032698.75
1730916000,06.11.2024 18:00,BTC/USD,74508,75356,74461,75324,332.091473,25014458.11
1730912400,06.11.2024 17:00,BTC/USD,74384,74721,74208,74516,344.369099,25661007.78
1730908800,06.11.2024 16:00,BTC/USD,74372,74632,74182,74385,270.5544497,20125192.74
1730905200,06.11.2024 15:00,BTC/USD,73671,74559,73552,74372,357.1158894,26559422.92
1730901600,06.11.2024 14:00,BTC/USD,74022,74777,73546,73653,362.7066347,26714431.76
1730898000,06.11.2024 13:00,BTC/USD,74215,74311,73640,74019,126.6575213,9375063.065
1730894400,06.11.2024 12:00,BTC/USD,74306,74801,74214,74215,197.8972777,14686946.46
1730890800,06.11.2024 11:00,BTC/USD,73852,74612,73686,74303,120.2108312,8932025.392
1730887200,06.11.2024 10:00,BTC/USD,73800,73962,73420,73847,153.2323567,11315749.85
1730883600,06.11.2024 09:00,BTC/USD,73490,74090,73473,73800,233.7946203,17254042.97
1730880000,06.11.2024 08:00,BTC/USD,73543,73563,72713,73473,112.4148881,8259459.07
1730876400,06.11.2024 07:00,BTC/USD,74272,74668,73126,73372,331.700059,24337496.73
1730872800,06.11.2024 06:00,BTC/USD,74776,75397,74240,74280,218.4593669,16227161.77
1730869200,06.11.2024 05:00,BTC/USD,74268,74861,73697,74780,381.5951397,28535684.55
1730865600,06.11.2024 04:00,BTC/USD,74351,74971,73896,74282,631.6405367,46919522.35
1730862000,06.11.2024 03:00,BTC/USD,73133,75080,73106,74348,971.6274722,72238559.31
1730858400,06.11.2024 02:00,BTC/USD,71165,73299,70948,73097,515.3676793,37671831.25
1730854800,06.11.2024 01:00,BTC/USD,71118,71424,70644,71148,173.0275277,12310562.54
1730851200,06.11.2024 00:00,BTC/USD,69396,71465,69284,71118,586.1725541,41687419.7
1730847600,05.11.2024 23:00,BTC/USD,69586,69883,69300,69386,56.82785152,3943057.306
1730844000,05.11.2024 22:00,BTC/USD,69163,69587,68885,69586,29.31785357,2040112.159
1730840400,05.11.2024 21:00,BTC/USD,69471,69612,69082,69086,34.36058191,2373835.162
1730836800,05.11.2024 20:00,BTC/USD,68997,69645,68817,69419,71.79411593,4983875.734
1730833200,05.11.2024 19:00,BTC/USD,70237,70285,68759,69123,239.7855329,16574695.39
1730829600,05.11.2024 18:00,BTC/USD,69956,70250,69737,70229,63.83820487,4483293.29
1730826000,05.11.2024 17:00,BTC/USD,70184,70461,69886,69956,101.1702459,7077465.719
1730822400,05.11.2024 16:00,BTC/USD,69626,70538,69516,70171,361.2367537,25348344.24
1730818800,05.11.2024 15:00,BTC/USD,69959,70048,69214,69600,277.513417,19314933.82
1730815200,05.11.2024 14:00,BTC/USD,68789,70294,68736,69962,400.7084651,28034365.64
1730811600,05.11.2024 13:00,BTC/USD,68839,68873,68652,68796,88.01967685,6055401.689
1730808000,05.11.2024 12:00,BTC/USD,68801,68907,68651,68839,77.11822425,5308741.439
1730804400,05.11.2024 11:00,BTC/USD,68733,68924,68733,68772,27.47063238,1889210.33
1730800800,05.11.2024 10:00,BTC/USD,68745,68800,68590,68733,29.26841678,2011706.091
1730797200,05.11.2024 09:00,BTC/USD,69000,69047,68717,68746,53.2196077,3658635.151
1730793600,05.11.2024 08:00,BTC/USD,68861,69000,68752,69000,71.37319598,4924750.523
1730790000,05.11.2024 07:00,BTC/USD,68738,68928,68546,68851,86.11139135,5928855.406
1730786400,05.11.2024 06:00,BTC/USD,68692,68757,68535,68745,10.01515871,688492.0855
1730782800,05.11.2024 05:00,BTC/USD,68269,68734,68249,68692,30.30013093,2081376.594
1730779200,05.11.2024 04:00,BTC/USD,68204,68450,68179,68272,27.34356031,1866799.549
1730775600,05.11.2024 03:00,BTC/USD,67840,68231,67833,68205,29.12007415,1986134.657
1730772000,05.11.2024 02:00,BTC/USD,67938,68012,67786,67839,24.2197376,1643042.779
1730768400,05.11.2024 01:00,BTC/USD,67985,68046,67443,67938,131.9250811,8962726.16
1730764800,05.11.2024 00:00,BTC/USD,67817,68110,67757,67975,48.64727245,3306798.345
1730761200,04.11.2024 23:00,BTC/USD,67891,67982,67606,67818,50.68671473,3437471.62
1730757600,04.11.2024 22:00,BTC/USD,67077,68044,67021,67884,124.1551733,8428149.784
1730754000,04.11.2024 21:00,BTC/USD,67289,67562,66798,67083,415.2038266,27853118.3
1730750400,04.11.2024 20:00,BTC/USD,67803,67803,67265,67281,91.85487676,6180087.963
1730746800,04.11.2024 19:00,BTC/USD,67620,68012,67618,67804,56.9718622,3862920.145
1730743200,04.11.2024 18:00,BTC/USD,67794,67993,67540,67614,101.9009393,6889930.107
1730739600,04.11.2024 17:00,BTC/USD,67685,67873,67208,67791,365.8282528,24799863.08
1730736000,04.11.2024 16:00,BTC/USD,68618,68758,67586,67704,220.8347436,14951395.48
1730732400,04.11.2024 15:00,BTC/USD,68359,68725,68215,68619,134.1591741,9205868.367
1730728800,04.11.2024 14:00,BTC/USD,68621,68668,68176,68359,189.3730284,12945350.84
1730725200,04.11.2024 13:00,BTC/USD,68926,69197,68610,68621,99.4704031,6825758.531
1730721600,04.11.2024 12:00,BTC/USD,68747,68950,68683,68927,10.14369999,699174.8092
1730718000,04.11.2024 11:00,BTC/USD,68779,68970,68654,68740,19.26322234,1324153.904
1730714400,04.11.2024 10:00,BTC/USD,68600,68841,68556,68778,35.11396509,2415068.291
1730710800,04.11.2024 09:00,BTC/USD,68647,68849,68446,68601,111.5731692,7654030.978
1730707200,04.11.2024 08:00,BTC/USD,68543,68674,68421,68634,25.78928164,1770021.556
1730703600,04.11.2024 07:00,BTC/USD,69066,69106,68530,68536,160.715394,11014790.24
1730700000,04.11.2024 06:00,BTC/USD,68761,69097,68761,69063,33.7209519,2328870.101
1730696400,04.11.2024 05:00,BTC/USD,69080,69121,68668,68763,57.93782608,3983978.735
1730692800,04.11.2024 04:00,BTC/USD,69019,69339,69019,69095,20.93683896,1446630.888
1730689200,04.11.2024 03:00,BTC/USD,69252,69444,68971,68998,35.38616815,2441574.83
1730685600,04.11.2024 02:00,BTC/USD,68924,69276,68835,69244,50.05558994,3466049.27
1730682000,04.11.2024 01:00,BTC/USD,68678,68985,68538,68925,86.07362496,5932624.6
1730678400,04.11.2024 00:00,BTC/USD,68738,68738,68216,68669,41.19207529,2828618.618
1730674800,03.11.2024 23:00,BTC/USD,68839,68870,68490,68738,112.7963713,7753396.968
1730671200,03.11.2024 22:00,BTC/USD,69143,69262,68772,68856,21.05692535,1449895.652
1730667600,03.11.2024 21:00,BTC/USD,68940,69314,68940,69098,147.9483742,10222936.76
1730664000,03.11.2024 20:00,BTC/USD,68646,68942,68497,68940,32.67210173,2252414.693
1730660400,03.11.2024 19:00,BTC/USD,67981,68647,67981,68645,88.97516955,6107700.514
1730656800,03.11.2024 18:00,BTC/USD,68327,68404,67686,67981,44.77571824,3043898.102
1730653200,03.11.2024 17:00,BTC/USD,68132,68439,68122,68327,12.10578055,827151.6676
1730649600,03.11.2024 16:00,BTC/USD,68039,68502,68026,68131,87.36202278,5952061.974
1730646000,03.11.2024 15:00,BTC/USD,67750,68182,67459,68073,162.7002068,11075491.18
1730642400,03.11.2024 14:00,BTC/USD,68022,68151,67575,67749,167.3803689,11339852.61
1730638800,03.11.2024 13:00,BTC/USD,68471,68489,67979,68021,95.65884609,6506810.37
1730635200,03.11.2024 12:00,BTC/USD,68338,68516,68265,68473,65.21256931,4465300.258
1730631600,03.11.2024 11:00,BTC/USD,68411,68536,68304,68348,30.51239421,2085461.119
1730628000,03.11.2024 10:00,BTC/USD,68212,68530,68212,68405,44.55142116,3047539.964
1730624400,03.11.2024 09:00,BTC/USD,68446,68490,68177,68196,26.3081536,1794110.843
1730620800,03.11.2024 08:00,BTC/USD,68342,68553,68274,68442,42.40508791,2902289.027
1730617200,03.11.2024 07:00,BTC/USD,68545,68661,68339,68342,86.2820174,5896685.633
1730613600,03.11.2024 06:00,BTC/USD,68410,68726,68371,68543,20.16148285,1381928.519
1730610000,03.11.2024 05:00,BTC/USD,68559,68651,68406,68411,4.91469141,336218.954
1730606400,03.11.2024 04:00,BTC/USD,68365,68651,68279,68559,67.39079086,4620245.231
1730602800,03.11.2024 03:00,BTC/USD,68182,68405,68004,68365,58.93100496,4028818.154
1730599200,03.11.2024 02:00,BTC/USD,68995,68995,67823,68183,302.4765905,20623761.37
1730595600,03.11.2024 01:00,BTC/USD,69156,69188,68953,68991,144.2456537,9951651.897
1730592000,03.11.2024 00:00,BTC/USD,69339,69354,69147,69147,48.64782999,3363851.5
1730588400,02.11.2024 23:00,BTC/USD,69410,69424,69143,69330,94.4230286,6546348.573
1730584800,02.11.2024 22:00,BTC/USD,69403,69513,69345,69411,64.60775211,4484488.682
1730581200,02.11.2024 21:00,BTC/USD,69506,69542,69415,69417,49.454328,3432971.087
1730577600,02.11.2024 20:00,BTC/USD,69505,69558,69460,69499,5.19257505,360878.7734
1730574000,02.11.2024 19:00,BTC/USD,69402,69564,69373,69504,61.60956316,4282111.078
1730570400,02.11.2024 18:00,BTC/USD,69380,69463,69215,69402,134.8157067,9356479.674
1730566800,02.11.2024 17:00,BTC/USD,69561,69569,69330,69380,19.65582763,1363721.321
1730563200,02.11.2024 16:00,BTC/USD,69372,69572,69304,69559,21.92048793,1524767.22
1730559600,02.11.2024 15:00,BTC/USD,69230,69411,69119,69372,19.93919142,1383221.587
1730556000,02.11.2024 14:00,BTC/USD,69347,69377,69015,69228,252.6236706,17488631.47
1730552400,02.11.2024 13:00,BTC/USD,69434,69664,69347,69347,66.56739958,4616249.459
1730548800,02.11.2024 12:00,BTC/USD,69575,69631,69388,69426,22.46930383,1559953.888
1730545200,02.11.2024 11:00,BTC/USD,69589,69655,69556,69581,25.18703555,1752539.121
1730541600,02.11.2024 10:00,BTC/USD,69527,69589,69405,69589,7.86540207,547345.4646
1730538000,02.11.2024 09:00,BTC/USD,69605,69636,69375,69524,57.78589511,4017506.572
1730534400,02.11.2024 08:00,BTC/USD,69773,69798,69572,69611,24.14584266,1680816.253
1730530800,02.11.2024 07:00,BTC/USD,69706,69773,69655,69773,18.27035216,1274777.281
1730527200,02.11.2024 06:00,BTC/USD,69665,69706,69554,69706,4.6063756,321092.0176
1730523600,02.11.2024 05:00,BTC/USD,69554,69682,69441,69656,19.56336983,1362706.089
1730520000,02.11.2024 04:00,BTC/USD,69581,69608,69455,69556,11.57839704,805346.9845
1730516400,02.11.2024 03:00,BTC/USD,69655,69763,69560,69579,19.48598171,1355815.121
1730512800,02.11.2024 02:00,BTC/USD,69654,69887,69654,69655,18.98968674,1322726.63
1730509200,02.11.2024 01:00,BTC/USD,69652,69673,69491,69645,7.39595043,515090.9677
1730505600,02.11.2024 00:00,BTC/USD,69468,69656,69453,69655,18.9715634,1321464.249
1730502000,01.11.2024 23:00,BTC/USD,69397,69628,69320,69490,64.21179031,4462077.309
1730498400,01.11.2024 22:00,BTC/USD,69197,69430,69197,69397,67.03184513,4651808.956
1730494800,01.11.2024 21:00,BTC/USD,69199,69368,68808,69214,89.50326569,6194879.031
1730491200,01.11.2024 20:00,BTC/USD,69211,69433,69020,69188,95.68154874,6620014.994
1730487600,01.11.2024 19:00,BTC/USD,69105,69389,68768,69201,99.55516695,6889317.108
1730484000,01.11.2024 18:00,BTC/USD,69559,69616,69000,69105,119.2580666,8241328.69
1730480400,01.11.2024 17:00,BTC/USD,69917,70151,69475,69559,90.23359876,6276558.896
1730476800,01.11.2024 16:00,BTC/USD,69372,70471,69357,69918,181.8499941,12714587.89
1730473200,01.11.2024 15:00,BTC/USD,71253,71330,69032,69336,439.5913989,30479509.24
1730469600,01.11.2024 14:00,BTC/USD,71162,71596,70910,71243,490.7381635,34961658.98
1730466000,01.11.2024 13:00,BTC/USD,70303,71165,70083,71164,188.5706104,13419438.91
1730462400,01.11.2024 12:00,BTC/USD,69940,70386,69849,70304,47.91979868,3368953.526
1730458800,01.11.2024 11:00,BTC/USD,69939,70142,69923,69961,42.6263076,2982179.106
1730455200,01.11.2024 10:00,BTC/USD,69473,70083,69471,69909,165.0639076,11539452.72
1730451600,01.11.2024 09:00,BTC/USD,69310,69510,69275,69471,14.27428123,991648.5913
1730448000,01.11.2024 08:00,BTC/USD,69203,69447,69173,69310,32.97899525,2285774.161
1730444400,01.11.2024 07:00,BTC/USD,69164,69361,69042,69220,33.74123736,2335568.45
1730440800,01.11.2024 06:00,BTC/USD,69555,69613,69164,69164,43.39498844,3001370.98
1730437200,01.11.2024 05:00,BTC/USD,69516,69589,69450,69557,7.83719605,545131.8456
1730433600,01.11.2024 04:00,BTC/USD,69277,69562,69267,69515,56.78996331,3947754.299
1730430000,01.11.2024 03:00,BTC/USD,69497,69629,69250,69279,43.71875804,3028791.838
1730426400,01.11.2024 02:00,BTC/USD,69277,69497,68777,69497,109.8352169,7633218.066
1730422800,01.11.2024 01:00,BTC/USD,70062,70253,69229,69327,156.8388026,10873163.67
1730419200,01.11.2024 00:00,BTC/USD,70202,70370,70055,70062,36.22689095,2538128.434
1730415600,31.10.2024 23:00,BTC/USD,70389,70545,70227,70231,14.39558377,1011016.244
1730412000,31.10.2024 22:00,BTC/USD,70349,70436,70092,70376,13.88392079,977094.8095
1730408400,31.10.2024 21:00,BTC/USD,69927,70420,69770,70328,62.55259877,4399199.166
1730404800,31.10.2024 20:00,BTC/USD,69974,70196,69591,69924,186.2105041,13020583.29
1730401200,31.10.2024 19:00,BTC/USD,70563,70683,69919,69951,77.08858383,5392423.527
1730397600,31.10.2024 18:00,BTC/USD,70732,70740,70050,70555,72.44575924,5111410.543
1730394000,31.10.2024 17:00,BTC/USD,70332,70756,70286,70732,31.90432603,2256656.789
1730390400,31.10.2024 16:00,BTC/USD,70572,70857,70307,70326,134.7276486,9474856.615
1730386800,31.10.2024 15:00,BTC/USD,70700,70997,70412,70553,163.2621105,11518631.68
1730383200,31.10.2024 14:00,BTC/USD,71278,71347,70583,70728,408.8681427,28918426
1730379600,31.10.2024 13:00,BTC/USD,72102,72165,71100,71251,109.7646463,7820840.813
1730376000,31.10.2024 12:00,BTC/USD,72209,72252,71992,72102,68.8487254,4964130.799
1730372400,31.10.2024 11:00,BTC/USD,72606,72633,72210,72210,35.80970147,2585818.543
1730368800,31.10.2024 10:00,BTC/USD,72301,72660,72218,72605,45.72950229,3320190.514
1730365200,31.10.2024 09:00,BTC/USD,72259,72376,72241,72313,7.35052839,531538.7595
1730361600,31.10.2024 08:00,BTC/USD,72404,72433,72148,72260,28.99127015,2094909.181
1730358000,31.10.2024 07:00,BTC/USD,72205,72452,72147,72403,33.51640561,2426688.315
1730354400,31.10.2024 06:00,BTC/USD,72270,72305,72154,72209,37.55598731,2711880.288
1730350800,31.10.2024 05:00,BTC/USD,72258,72371,72196,72269,3.19519762,230913.7368
1730347200,31.10.2024 04:00,BTC/USD,72333,72560,72213,72249,92.6360702,6692863.436
1730343600,31.10.2024 03:00,BTC/USD,72533,72556,72282,72330,9.18396073,664275.8796
1730340000,31.10.2024 02:00,BTC/USD,72336,72533,72160,72532,16.19363527,1174556.753
1730336400,31.10.2024 01:00,BTC/USD,72131,72408,72010,72340,34.17014435,2471868.242
1730332800,31.10.2024 00:00,BTC/USD,72330,72388,72015,72131,88.12420157,6356486.783
1730329200,30.10.2024 23:00,BTC/USD,72368,72659,72329,72331,18.94678644,1370440.01
1730325600,30.10.2024 22:00,BTC/USD,72366,72617,72232,72368,62.41778094,4517049.971
1730322000,30.10.2024 21:00,BTC/USD,72843,72928,72113,72378,91.59419699,6629404.79
1730318400,30.10.2024 20:00,BTC/USD,71818,72840,71648,72840,374.2226533,27258378.07
1730314800,30.10.2024 19:00,BTC/USD,71947,72058,71765,71827,241.5542154,17350114.63
1730311200,30.10.2024 18:00,BTC/USD,71871,72113,71827,71954,51.89356804,3733949.795
1730307600,30.10.2024 17:00,BTC/USD,72085,72113,71628,71871,73.50065985,5282565.924
1730304000,30.10.2024 16:00,BTC/USD,72047,72194,71777,72100,187.770957,13538286
1730300400,30.10.2024 15:00,BTC/USD,72407,72445,71692,72049,193.333704,13929500.04
1730296800,30.10.2024 14:00,BTC/USD,71948,72437,71907,72413,127.004817,9196799.814
1730293200,30.10.2024 13:00,BTC/USD,71858,72061,71313,71936,243.6830863,17529586.5
1730289600,30.10.2024 12:00,BTC/USD,71983,72118,71751,71858,88.40052424,6352284.871
1730286000,30.10.2024 11:00,BTC/USD,72341,72341,71918,71969,68.11882312,4902443.581
1730282400,30.10.2024 10:00,BTC/USD,72561,72582,72333,72339,34.06031625,2463889.217
1730278800,30.10.2024 09:00,BTC/USD,72206,72574,72199,72563,65.51005462,4753606.093
1730275200,30.10.2024 08:00,BTC/USD,72212,72533,72212,72221,76.00743307,5489332.824
1730271600,30.10.2024 07:00,BTC/USD,72287,72435,72098,72200,37.22123434,2687373.119
1730268000,30.10.2024 06:00,BTC/USD,72476,72573,72281,72288,36.84600228,2663523.813
1730264400,30.10.2024 05:00,BTC/USD,72252,72482,72252,72481,8.02045038,581330.264
1730260800,30.10.2024 04:00,BTC/USD,72215,72331,72165,72252,13.77580543,995329.4939
1730257200,30.10.2024 03:00,BTC/USD,72309,72448,72165,72214,69.4145827,5012704.675
1730253600,30.10.2024 02:00,BTC/USD,72402,72596,72295,72309,12.07776161,873330.8643
1730250000,30.10.2024 01:00,BTC/USD,72231,72400,72000,72400,31.88487633,2308465.046
1730246400,30.10.2024 00:00,BTC/USD,72727,72765,72131,72240,56.42325628,4076016.034
1730242800,29.10.2024 23:00,BTC/USD,72654,72785,72505,72729,35.4068978,2575108.27
1730239200,29.10.2024 22:00,BTC/USD,72262,72949,71481,72621,127.5343585,9261672.649
1730235600,29.10.2024 21:00,BTC/USD,72285,72568,72208,72265,83.77271178,6053835.017
1730232000,29.10.2024 20:00,BTC/USD,72541,72634,71850,72317,330.0101346,23865342.9
1730228400,29.10.2024 19:00,BTC/USD,73171,73600,72512,72512,423.0459574,30675908.46
1730224800,29.10.2024 18:00,BTC/USD,72719,73240,72501,73171,270.888952,19821215.51
1730221200,29.10.2024 17:00,BTC/USD,72724,72994,72507,72708,256.2902507,18634351.55
1730217600,29.10.2024 16:00,BTC/USD,72400,72911,72349,72723,180.8835929,13154397.53
1730214000,29.10.2024 15:00,BTC/USD,71860,72434,71648,72377,427.1454425,30915505.69
1730210400,29.10.2024 14:00,BTC/USD,71763,71962,71280,71829,234.8238156,16867159.85
1730206800,29.10.2024 13:00,BTC/USD,71058,71809,70620,71769,287.8920069,20661721.44
1730203200,29.10.2024 12:00,BTC/USD,71420,71460,71059,71061,210.1848781,14935947.63
1730199600,29.10.2024 11:00,BTC/USD,71125,71575,71125,71421,132.1697183,9439693.448
1730196000,29.10.2024 10:00,BTC/USD,71229,71283,71041,71125,33.80111004,2404103.952
1730192400,29.10.2024 09:00,BTC/USD,71097,71270,71067,71229,37.30830496,2657433.254
1730188800,29.10.2024 08:00,BTC/USD,70976,71151,70928,71096,43.00128409,3057219.294
1730185200,29.10.2024 07:00,BTC/USD,71204,71208,70810,70940,182.0708449,12916105.74
1730181600,29.10.2024 06:00,BTC/USD,70948,71279,70948,71193,54.70784934,3894815.918
1730178000,29.10.2024 05:00,BTC/USD,71030,71045,70835,70977,91.34929701,6483699.054
1730174400,29.10.2024 04:00,BTC/USD,70888,71085,70873,71027,83.79694922,5951845.912
1730170800,29.10.2024 03:00,BTC/USD,71122,71382,70827,70871,97.5067856,6910403.402
1730167200,29.10.2024 02:00,BTC/USD,70245,71500,70167,71121,269.7018747,19181467.03
1730163600,29.10.2024 01:00,BTC/USD,69910,70305,69800,70220,54.78742267,3847172.82
1730160000,29.10.2024 00:00,BTC/USD,69918,69957,69716,69911,27.60976357,1930226.181
1730156400,28.10.2024 23:00,BTC/USD,69900,70081,69707,69918,63.62501311,4448533.667
1730152800,28.10.2024 22:00,BTC/USD,69770,70218,69707,69900,242.9950614,16985354.79
1730149200,28.10.2024 21:00,BTC/USD,69640,69767,69491,69747,25.8711785,1804437.087
1730145600,28.10.2024 20:00,BTC/USD,69606,69687,69414,69600,26.90810107,1872803.834
1730142000,28.10.2024 19:00,BTC/USD,69175,69865,69118,69590,270.5581123,18828139.03
1730138400,28.10.2024 18:00,BTC/USD,68937,69217,68801,69180,45.57777779,3153070.668
1730134800,28.10.2024 17:00,BTC/USD,68664,69161,68462,68923,51.83962726,3572942.63
1730131200,28.10.2024 16:00,BTC/USD,68432,68907,68388,68664,150.0038697,10299865.71
1730127600,28.10.2024 15:00,BTC/USD,68769,68788,68397,68424,108.1108712,7397378.251
1730124000,28.10.2024 14:00,BTC/USD,68761,69038,68635,68769,69.54537956,4782566.207
1730120400,28.10.2024 13:00,BTC/USD,68828,69222,68710,68765,277.0749773,19053060.82
1730116800,28.10.2024 12:00,BTC/USD,68680,68956,68527,68835,160.0999199,11020477.99
