datetime,return_1h,return_24h,RSI_14,ATR_14,open_rel,high_rel,low_rel,SMA_10_rel,SMA_50_rel,EMA_10_rel,close_vs_SMA10,close_vs_SMA50,MACD_rel,MACD_Signal_rel,Bollinger_pct,body_size,upper_shadow,lower_shadow,vol_change_1h,vol_usd_change_1h
2024-01-01 00:00:00,0.6668976414988063,0.04556409532935724,0.17187970815672163,-0.025733653268468177,-0.6706248607081114,-0.5118933080719628,-0.03047345443108067,0.03814952544084783,-0.16278230547930422,-0.05223930415205971,-0.05066194630742267,0.13792704331715028,0.10844617313865647,0.214093915351991,-0.08018008967601255,1.5352757909138646,-0.2282152775538246,-1.3816188013647857,-0.009380850729168617,-0.009971165228140358
2024-01-01 01:00:00,0.40373143268167905,0.24888247903316715,0.546426363279829,0.007988386308306427,-0.4949242943110595,-0.1817180910648291,0.10027279367286275,-0.18403262439699639,-0.2579698062880493,-0.28408852251988004,0.1742752214028763,0.23636652383374038,0.13379260931254208,0.19910383827319497,0.5561676225684307,0.9532134517094406,0.8308300472689614,-1.0700079065221766,-0.007957149651987015,-0.008720751360446645
2024-01-01 02:00:00,-0.09026433753202401,0.2828470508004164,0.450482222380997,-0.023590934402920212,0.09239010429806764,-0.5763442353248449,0.5197084932743661,-0.1340576442846842,-0.22971703972177496,-0.18357923517924882,0.12357456442149871,0.20709083787590182,0.14655799403037859,0.1904538018993841,0.34742043694632224,-0.5202063377637519,-0.5995717812622112,1.4184943717598253,-0.0098673063514063,-0.010409716612943211
2024-01-01 03:00:00,-0.7635034455334502,0.06927526258830943,-0.3214761345316658,0.01058571221448306,0.7537372863135037,0.22314963211730662,0.47903262680829906,0.27864688484261174,-0.03559038992945643,0.2972772178711,-0.29277778067091836,0.007247756163343996,0.10138392176695303,0.17475099929734536,-1.0838024559044972,-1.4930095630681894,-1.196736633787414,-0.23452642061570617,0.00021378845990931933,-0.00161224272262206
2024-01-01 04:00:00,0.16031157291671827,0.07114598411743184,-0.15326196193688388,-0.0038608677129719385,-0.20865186596979507,-0.763860780789832,0.11239379234236009,0.1265984695096516,-0.07051925003987428,0.1443130838756455,-0.1398703153753024,0.043037083301999575,0.07602956758037811,0.155749090878645,-0.7207594325481922,0.7366672959563143,-1.3290692547381506,1.5114156589060226,-0.011021696840269492,-0.011421995389222872
2024-01-01 05:00:00,-0.4969957044295318,-0.016190723766491538,-0.5815907799236943,-0.007553014863494186,0.49121077110634964,-0.11232392086685057,0.6193469182447715,0.35670229815384735,0.05788395674189661,0.40827426284776375,-0.3710557594685393,-0.08816957163209133,0.02050211460294041,0.12943702305836008,-1.482677642671283,-1.5292179906931125,-1.1435773757986891,-0.36882965750223295,-0.008347101388237079,-0.009084103062552038
2024-01-01 06:00:00,0.530285181594928,0.06174086686377921,-0.060750702631080324,-0.011589095605718386,-0.5923864155976737,-0.6957621266336725,0.06189404654069918,0.001118400356164189,-0.07176410120662492,0.01715995939424909,-0.013255949570936286,0.04431395602005237,0.0148539749590792,0.10628678835827896,-0.4188994196487045,1.8189745717271002,-0.9310721164311525,-1.3532854230281866,-0.007884981731813403,-0.008654005487196189
2024-01-01 07:00:00,0.18860074518982944,-0.07596275630340672,0.11371926937807315,-0.04936575460375602,-0.19560276173010283,-0.6358622332941238,0.5579659909675935,-0.12704077526450056,-0.11552240579142592,-0.10122014410430495,0.11646074013822794,0.08925725216557716,0.024289372055081773,0.09006627632916711,-0.020569792840891065,1.3147755926778013,0.3127312056612324,-1.3984878069640359,0.00916920729568138,0.0063398453977819335
2024-01-01 08:00:00,0.23584285672495933,0.010839664737736567,0.32484776309022806,-0.08535556839847121,-0.15098481260218566,-0.7598680660025339,0.44946817836264547,-0.22009193916739012,-0.16906011764260026,-0.225662264564094,0.2108964764660895,0.14440233230032148,0.048697096450786334,0.08225264207375413,0.4240368671904545,1.0464126984410556,-1.2760715750411944,0.7503639832157897,-0.01041035381513928,-0.010883676332041963
2024-01-01 09:00:00,0.2860074731621716,-0.10608556855629941,0.5673170273939718,-0.10571002586224039,-0.28946110134737096,-0.6005165572238265,0.4424678478473352,-0.3263997945556235,-0.23213406012762614,-0.3566775310569678,0.3190484414242927,0.20959345990450048,0.088054291285544,0.0843245785917137,0.9049511713103462,1.380097646021558,0.157655128340138,-1.3984878069640359,-0.006418258208133344,-0.00736891042495652
2024-01-01 10:00:00,0.15597027007175843,-0.01710642833215225,0.6984330246759788,-0.1322063233592673,-0.1063571578387202,-0.545007406542928,0.590241350294986,-0.38444213857805587,-0.2555290087932492,-0.38752850178606363,0.3782160641391052,0.23383542751846448,0.12947447867261305,0.09482295975895014,1.0877205639214942,0.6085347445519292,1.1044480561179428,-0.5442042206538584,-0.006541253616111276,-0.007481573191163929
2024-01-01 11:00:00,-0.023901916029374092,0.07968596484297755,0.6795104316082126,-0.14556834799682958,0.07325085283657894,-0.47334863770509433,0.5165389757726147,-0.35902409675263125,-0.23559868105200346,-0.30725321082762436,0.3522949254744167,0.2131814070022926,0.15936708460373114,0.10965190588838032,0.9493944703758688,-0.34516716482814297,0.3225707632156217,0.9294349657317389,-0.00840794823765714,-0.009127162180837834
2024-01-01 12:00:00,-0.10902164994683618,0.10242904738866673,0.5530506432297166,-0.15858360069130537,0.18368131181905273,-0.31382649731040224,0.6793156020844068,-0.28284798833228875,-0.1966283095257962,-0.19150720197858145,0.2747072587562159,0.17286608194269895,0.17381859562233481,0.12463659367672209,0.7419942040233775,-0.8433753177224014,0.5129681541741642,-0.3961877242755868,-0.006124116825798688,-0.007124372687087075
