datetime;return_1h;return_24h;RSI_14;ATR_14;open_rel;high_rel;low_rel;SMA_10_rel;SMA_50_rel;EMA_10_rel;close_vs_SMA10;close_vs_SMA50;MACD_rel;MACD_Signal_rel;Bollinger_pct;body_size;upper_shadow;lower_shadow;vol_change_1h;vol_usd_change_1h
2024-01-01 00:00:00;0,6668976414988063;0,0455640953293572;0,1718797081567216;-0,0257336532684681;-0,6706248607081114;-0,5118933080719628;-0,0304734544310806;0,0381495254408478;-0,1627823054793042;-0,0522393041520597;-0,0506619463074226;0,1379270433171502;0,1084461731386564;0,214093915351991;-0,0801800896760125;1,5352757909138646;-0,2282152775538246;-1,3816188013647857;-0,0093808507291686;-0,0099711652281403
2024-01-01 01:00:00;0,403731432681679;0,2488824790331671;0,546426363279829;0,0079883863083064;-0,4949242943110595;-0,1817180910648291;0,1002727936728627;-0,1840326243969963;-0,2579698062880493;-0,28408852251988;0,1742752214028763;0,2363665238337403;0,133792609312542;0,1991038382731949;0,5561676225684307;0,9532134517094406;0,8308300472689614;-1,0700079065221766;-0,007957149651987;-0,0087207513604466
2024-01-01 02:00:00;-0,090264337532024;0,2828470508004164;0,450482222380997;-0,0235909344029202;0,0923901042980676;-0,5763442353248449;0,5197084932743661;-0,1340576442846842;-0,2297170397217749;-0,1835792351792488;0,1235745644214987;0,2070908378759018;0,1465579940303785;0,1904538018993841;0,3474204369463222;-0,5202063377637519;-0,5995717812622112;1,4184943717598253;-0,0098673063514063;-0,0104097166129432
2024-01-01 03:00:00;-0,7635034455334502;0,0692752625883094;-0,3214761345316658;0,010585712214483;0,7537372863135037;0,2231496321173066;0,479032626808299;0,2786468848426117;-0,0355903899294564;0,2972772178711;-0,2927777806709183;0,0072477561633439;0,101383921766953;0,1747509992973453;-1,0838024559044972;-1,4930095630681894;-1,196736633787414;-0,2345264206157061;0,0002137884599093;-0,001612242722622
2024-01-01 04:00:00;0,1603115729167182;0,0711459841174318;-0,1532619619368838;-0,0038608677129719;-0,208651865969795;-0,763860780789832;0,11239379234236;0,1265984695096516;-0,0705192500398742;0,1443130838756455;-0,1398703153753024;0,0430370833019995;0,0760295675803781;0,155749090878645;-0,7207594325481922;0,7366672959563143;-1,3290692547381506;1,5114156589060226;-0,0110216968402694;-0,0114219953892228
2024-01-01 05:00:00;-0,4969957044295318;-0,0161907237664915;-0,5815907799236943;-0,0075530148634941;0,4912107711063496;-0,1123239208668505;0,6193469182447715;0,3567022981538473;0,0578839567418966;0,4082742628477637;-0,3710557594685393;-0,0881695716320913;0,0205021146029404;0,12943702305836;-1,482677642671283;-1,5292179906931125;-1,1435773757986891;-0,3688296575022329;-0,008347101388237;-0,009084103062552
2024-01-01 06:00:00;0,530285181594928;0,0617408668637792;-0,0607507026310803;-0,0115890956057183;-0,5923864155976737;-0,6957621266336725;0,0618940465406991;0,0011184003561641;-0,0717641012066249;0,017159959394249;-0,0132559495709362;0,0443139560200523;0,0148539749590792;0,1062867883582789;-0,4188994196487045;1,8189745717271;-0,9310721164311524;-1,3532854230281866;-0,0078849817318134;-0,0086540054871961
2024-01-01 07:00:00;0,1886007451898294;-0,0759627563034067;0,1137192693780731;-0,049365754603756;-0,1956027617301028;-0,6358622332941238;0,5579659909675935;-0,1270407752645005;-0,1155224057914259;-0,1012201441043049;0,1164607401382279;0,0892572521655771;0,0242893720550817;0,0900662763291671;-0,020569792840891;1,3147755926778013;0,3127312056612324;-1,398487806964036;0,0091692072956813;0,0063398453977819
2024-01-01 08:00:00;0,2358428567249593;0,0108396647377365;0,324847763090228;-0,0853555683984712;-0,1509848126021856;-0,7598680660025339;0,4494681783626454;-0,2200919391673901;-0,1690601176426002;-0,225662264564094;0,2108964764660895;0,1444023323003214;0,0486970964507863;0,0822526420737541;0,4240368671904545;1,0464126984410556;-1,2760715750411944;0,7503639832157897;-0,0104103538151392;-0,0108836763320419
2024-01-01 09:00:00;0,2860074731621716;-0,1060855685562994;0,5673170273939718;-0,1057100258622403;-0,2894611013473709;-0,6005165572238265;0,4424678478473352;-0,3263997945556235;-0,2321340601276261;-0,3566775310569678;0,3190484414242927;0,2095934599045004;0,088054291285544;0,0843245785917137;0,9049511713103462;1,380097646021558;0,157655128340138;-1,398487806964036;-0,0064182582081333;-0,0073689104249565
